ROW\COL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ
44,1190043701,"=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A44,'Aji Plus'!$A$2:$D$58,4,0)",236,255,224,254,280,232,243,240,202,327,228,239,,"=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A44,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R44/E44,=S44/F44,=T44/G44,=U44/H44,=V44/I44,=W44/J44,=X44/K44,=Y44/L44,=Z44/M44,=AA44/N44,=AB44/O44,=AC44/P44,,"=ROUND(AE44,4)","=ROUND(AF44,4)","=ROUND(AG44,4)","=ROUND(AH44,4)","=ROUND(AI44,4)","=ROUND(AJ44,4)","=ROUND(AK44,4)","=ROUND(AL44,4)","=ROUND(AM44,4)","=ROUND(AN44,4)","=ROUND(AO44,4)","=ROUND(AP44,4)",,"=IFERROR(VLOOKUP(AR44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB44,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC44,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE44:BP44)
45,1190043702,"=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A45,'Aji Plus'!$A$2:$D$58,4,0)",117,126,110,125,138,115,120,119,100,161,113,116,,"=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A45,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R45/E45,=S45/F45,=T45/G45,=U45/H45,=V45/I45,=W45/J45,=X45/K45,=Y45/L45,=Z45/M45,=AA45/N45,=AB45/O45,=AC45/P45,,"=ROUND(AE45,4)","=ROUND(AF45,4)","=ROUND(AG45,4)","=ROUND(AH45,4)","=ROUND(AI45,4)","=ROUND(AJ45,4)","=ROUND(AK45,4)","=ROUND(AL45,4)","=ROUND(AM45,4)","=ROUND(AN45,4)","=ROUND(AO45,4)","=ROUND(AP45,4)",,"=IFERROR(VLOOKUP(AR45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB45,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC45,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE45:BP45)
46,1190043801,"=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A46,'Aji Plus'!$A$2:$D$58,4,0)",268.407868115816,268.8093599670363,263.9069331521356,261.4979820448136,277.06318718212356,266.02004815855827,265.99046454846837,271.0830717139472,271.9240914865034,276.3447280799398,256.3377551991293,265.3945661166572,,"=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A46,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R46/E46,=S46/F46,=T46/G46,=U46/H46,=V46/I46,=W46/J46,=X46/K46,=Y46/L46,=Z46/M46,=AA46/N46,=AB46/O46,=AC46/P46,,"=ROUND(AE46,4)","=ROUND(AF46,4)","=ROUND(AG46,4)","=ROUND(AH46,4)","=ROUND(AI46,4)","=ROUND(AJ46,4)","=ROUND(AK46,4)","=ROUND(AL46,4)","=ROUND(AM46,4)","=ROUND(AN46,4)","=ROUND(AO46,4)","=ROUND(AP46,4)",,"=IFERROR(VLOOKUP(AR46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB46,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC46,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE46:BP46)
47,1190043802,"=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A47,'Aji Plus'!$A$2:$D$58,4,0)",37.362455483236715,37.418343268954054,36.735923990721425,36.40059727641745,38.56727848480607,37.030070231338925,37.02595218397028,37.7348446238585,37.85191482762426,38.467268762996106,35.68229215682947,36.943002944116145,,"=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A47,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R47/E47,=S47/F47,=T47/G47,=U47/H47,=V47/I47,=W47/J47,=X47/K47,=Y47/L47,=Z47/M47,=AA47/N47,=AB47/O47,=AC47/P47,,"=ROUND(AE47,4)","=ROUND(AF47,4)","=ROUND(AG47,4)","=ROUND(AH47,4)","=ROUND(AI47,4)","=ROUND(AJ47,4)","=ROUND(AK47,4)","=ROUND(AL47,4)","=ROUND(AM47,4)","=ROUND(AN47,4)","=ROUND(AO47,4)","=ROUND(AP47,4)",,"=IFERROR(VLOOKUP(AR47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB47,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC47,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE47:BP47)
48,1190043901,"=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A48,'Aji Plus'!$A$2:$D$58,4,0)",167.21399558376828,167.46411886483364,164.40998195919403,162.90924227280212,172.6061269482079,165.7264202805904,165.70799014409084,168.88060649865614,169.40454895057186,172.15853791893312,159.69449989195212,165.33675453745707,,"=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A48,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R48/E48,=S48/F48,=T48/G48,=U48/H48,=V48/I48,=W48/J48,=X48/K48,=Y48/L48,=Z48/M48,=AA48/N48,=AB48/O48,=AC48/P48,,"=ROUND(AE48,4)","=ROUND(AF48,4)","=ROUND(AG48,4)","=ROUND(AH48,4)","=ROUND(AI48,4)","=ROUND(AJ48,4)","=ROUND(AK48,4)","=ROUND(AL48,4)","=ROUND(AM48,4)","=ROUND(AN48,4)","=ROUND(AO48,4)","=ROUND(AP48,4)",,"=IFERROR(VLOOKUP(AR48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB48,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC48,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE48:BP48)
49,1190043902,"=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A49,'Aji Plus'!$A$2:$D$58,4,0)",205.3913714249128,205.6986014719191,201.9471608979481,200.10378061591058,212.01460443826858,203.56416114534935,203.54152314188573,207.4384937381229,208.08205983658857,211.4648243541521,196.15506601175656,203.0855290721186,,"=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A49,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R49/E49,=S49/F49,=T49/G49,=U49/H49,=V49/I49,=W49/J49,=X49/K49,=Y49/L49,=Z49/M49,=AA49/N49,=AB49/O49,=AC49/P49,,"=ROUND(AE49,4)","=ROUND(AF49,4)","=ROUND(AG49,4)","=ROUND(AH49,4)","=ROUND(AI49,4)","=ROUND(AJ49,4)","=ROUND(AK49,4)","=ROUND(AL49,4)","=ROUND(AM49,4)","=ROUND(AN49,4)","=ROUND(AO49,4)","=ROUND(AP49,4)",,"=IFERROR(VLOOKUP(AR49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB49,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC49,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE49:BP49)
50,1190044001,"=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A50,'Aji Plus'!$A$2:$D$58,4,0)",161.91792925335375,162.1601305331376,159.20272543261973,157.74951775391693,167.13927894806122,160.4774690104291,160.45962260033977,163.53175462286052,164.03910256682866,166.705866131606,154.63659393690628,160.10014491139754,,"=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A50,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R50/E50,=S50/F50,=T50/G50,=U50/H50,=V50/I50,=W50/J50,=X50/K50,=Y50/L50,=Z50/M50,=AA50/N50,=AB50/O50,=AC50/P50,,"=ROUND(AE50,4)","=ROUND(AF50,4)","=ROUND(AG50,4)","=ROUND(AH50,4)","=ROUND(AI50,4)","=ROUND(AJ50,4)","=ROUND(AK50,4)","=ROUND(AL50,4)","=ROUND(AM50,4)","=ROUND(AN50,4)","=ROUND(AO50,4)","=ROUND(AP50,4)",,"=IFERROR(VLOOKUP(AR50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB50,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC50,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE50:BP50)
51,1190044002,"=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A51,'Aji Plus'!$A$2:$D$58,4,0)",82.02997919179224,82.15268188464724,80.65441742452319,79.91820126739324,84.67519092828714,81.30022107112836,81.2911798200759,82.84756660839443,83.10459645974329,84.45561768844136,78.34114876238333,81.10906319173323,,"=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A51,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R51/E51,=S51/F51,=T51/G51,=U51/H51,=V51/I51,=W51/J51,=X51/K51,=Y51/L51,=Z51/M51,=AA51/N51,=AB51/O51,=AC51/P51,,"=ROUND(AE51,4)","=ROUND(AF51,4)","=ROUND(AG51,4)","=ROUND(AH51,4)","=ROUND(AI51,4)","=ROUND(AJ51,4)","=ROUND(AK51,4)","=ROUND(AL51,4)","=ROUND(AM51,4)","=ROUND(AN51,4)","=ROUND(AO51,4)","=ROUND(AP51,4)",,"=IFERROR(VLOOKUP(AR51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB51,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC51,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE51:BP51)
52,1190044101,"=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A52,'Aji Plus'!$A$2:$D$58,4,0)",372,373,366,363,384,369,369,376,377,383,360,368,,"=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A52,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R52/E52,=S52/F52,=T52/G52,=U52/H52,=V52/I52,=W52/J52,=X52/K52,=Y52/L52,=Z52/M52,=AA52/N52,=AB52/O52,=AC52/P52,,"=ROUND(AE52,4)","=ROUND(AF52,4)","=ROUND(AG52,4)","=ROUND(AH52,4)","=ROUND(AI52,4)","=ROUND(AJ52,4)","=ROUND(AK52,4)","=ROUND(AL52,4)","=ROUND(AM52,4)","=ROUND(AN52,4)","=ROUND(AO52,4)","=ROUND(AP52,4)",,"=IFERROR(VLOOKUP(AR52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB52,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC52,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE52:BP52)
53,1190054201,"=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A53,'Aji Plus'!$A$2:$D$58,4,0)",168.28234622511167,162.74507652102912,171.73594479314653,189.57953739465992,210.4392727455905,139.8707420054116,206.12227453554686,137.40717502688008,131.30581755668516,247.151025523801,150.85318545176233,162.6644925544416,,"=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A53,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R53/E53,=S53/F53,=T53/G53,=U53/H53,=V53/I53,=W53/J53,=X53/K53,=Y53/L53,=Z53/M53,=AA53/N53,=AB53/O53,=AC53/P53,,"=ROUND(AE53,4)","=ROUND(AF53,4)","=ROUND(AG53,4)","=ROUND(AH53,4)","=ROUND(AI53,4)","=ROUND(AJ53,4)","=ROUND(AK53,4)","=ROUND(AL53,4)","=ROUND(AM53,4)","=ROUND(AN53,4)","=ROUND(AO53,4)","=ROUND(AP53,4)",,"=IFERROR(VLOOKUP(AR53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB53,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC53,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE53:BP53)
54,1190054202,"=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,2,0)","=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,3,0)","=VLOOKUP(A54,'Aji Plus'!$A$2:$D$58,4,0)",118.38797702206311,114.49246348070231,120.81761124744409,133.3707214119124,148.04571213321347,98.40018612792908,145.00866935148719,96.66704704715731,92.37469324898426,173.8727239490131,106.12642296464045,114.4357720154434,,"=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,3,0)","=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,4,0)","=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,5,0)","=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,6,0)","=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,7,0)","=VLOOKUP(A54,Actual_RDQ!$A$2:$H$62,8,0)",,,,,,,,=R54/E54,=S54/F54,=T54/G54,=U54/H54,=V54/I54,=W54/J54,=X54/K54,=Y54/L54,=Z54/M54,=AA54/N54,=AB54/O54,=AC54/P54,,"=ROUND(AE54,4)","=ROUND(AF54,4)","=ROUND(AG54,4)","=ROUND(AH54,4)","=ROUND(AI54,4)","=ROUND(AJ54,4)","=ROUND(AK54,4)","=ROUND(AL54,4)","=ROUND(AM54,4)","=ROUND(AN54,4)","=ROUND(AO54,4)","=ROUND(AP54,4)",,"=IFERROR(VLOOKUP(AR54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AS54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AT54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AU54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AV54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AW54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AX54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AY54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(AZ54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BA54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BB54,'Top WS'!$A$19:$C$28,3),0)","=IFERROR(VLOOKUP(BC54,'Top WS'!$A$19:$C$28,3),0)",=SUM(BE54:BP54)
